molecule_chembl_id,activity_label,standard_value,standard_units,target_chembl_id,assay_chembl_id,rdkit_canonical_smiles
CHEMBL546249,1,766.9,nM,CHEMBL364,CHEMBL1054503,CN(C)C(=O)n1cnc(S(=O)(=O)N(C)c2ccc(Cl)cc2)n1.Cl
CHEMBL584875,1,818.0,nM,CHEMBL364,CHEMBL1040691,COCCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(C)cc1)C(=O)COCc1ccccc1
CHEMBL531164,1,702.07,nM,CHEMBL364,CHEMBL1054503,CCN(CC)CC#Cc1ccc2[nH]c(C)c(Cl)c(=O)c2c1
CHEMBL2414895,1,550.0,nM,CHEMBL364,CHEMBL2416703,CN1CCN(C23CC(NC(=O)CCN4CCCC4)C(C(c4ccccc4)C2)C(c2ccccc2)C3)CC1
CHEMBL586621,1,829.9,nM,CHEMBL364,CHEMBL1054503,COc1ccc(F)cc1-c1cccc(CNC2CCN(CC3Cn4c(=O)ccc5ccc(F)c3c54)CC2)c1.O=C(O)C(F)(F)F
CHEMBL196112,0,60000.0,nM,CHEMBL364,CHEMBL884197,CCCCCCOCCOCCC1(C)SC(O)=C(CC)C1=O
CHEMBL388323,1,6.1,nM,CHEMBL364,CHEMBL916650,COc1cc(C(=N)N)ccc1-c1cc(-c2ccc(C(=N)N)cc2OC)on1
CHEMBL528714,1,733.7,nM,CHEMBL364,CHEMBL1054503,COc1ccc(CNCc2ccc(F)cc2)cc1-c1ccc(S(=O)(=O)NCCN2CCCC2)c(C)c1.O=C(O)C(F)(F)F
CHEMBL3234058,1,980.0,nM,CHEMBL364,CHEMBL3241686,FC(F)(F)Oc1ccc(-c2ccc3ncc(-c4ccncc4)n3n2)cc1
CHEMBL4461459,0,20300.0,nM,CHEMBL364,CHEMBL4342048,O=C1C(Cl)=C(Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)C(=O)c2ccccc21
CHEMBL5193417,1,46.0,nM,CHEMBL364,CHEMBL5113949,CC1=C(Cc2ccc([N+](=O)[O-])cc2)C(=O)c2ccccc2C1=O
CHEMBL533184,1,785.32,nM,CHEMBL364,CHEMBL1054503,CCc1ccc(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)c(OC)c1
CHEMBL1078476,1,1.75,nM,CHEMBL364,CHEMBL1112368,O=C(Cc1ccc(F)cc1)OC1=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc2C1=O
CHEMBL1760519,0,20000.0,nM,CHEMBL364,CHEMBL1764233,CC1=C2OCCCCCN3C(=O)C(O)(c4cc(I)ccc43)C2(C)SC1=O
CHEMBL588546,1,756.31,nM,CHEMBL364,CHEMBL1054503,CC1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2cc(-c3ccccc3O)n[nH]2)cc1
CHEMBL593072,0,19000.0,nM,CHEMBL364,CHEMBL1067384,C[n+]1ccc2cc[nH]c2c1.[I-]
CHEMBL6192514,1,320.0,nM,CHEMBL364,CHEMBL6179701,Cc1ccc(-c2nc(C(=O)NCc3cn(-c4ccccc4)nn3)cc3c2[nH]c2ccccc23)cc1
CHEMBL529925,1,912.14,nM,CHEMBL364,CHEMBL1054503,CCCNCc1ccc(-c2ccc(CN(CCOC)C(=O)COc3ccccc3Cl)cc2)nc1.O=C(O)C(F)(F)F
CHEMBL2314629,1,313.0,nM,CHEMBL364,CHEMBL2319042,COCCc1sc[n+](Cc2ccc(OCCCCCOc3ccc(C[n+]4csc(CCOC)c4C)cc3)cc2)c1C.[Cl-].[Cl-]
CHEMBL530442,1,119.48,nM,CHEMBL364,CHEMBL1054503,CCCCCCc1c(C)nc2cc(OC)ccc2c1O
CHEMBL587940,1,381.83,nM,CHEMBL364,CHEMBL1054503,COc1ccc(NC(=O)c2ccc(Br)c(C)c2)cc1N1CCN(CCCc2c[nH]c3ccccc23)CC1
CHEMBL5271454,1,304.0,nM,CHEMBL364,CHEMBL5239927,Cc1noc(-c2ccc(CCN3CCC(Nc4nc5ccccc5n4Cc4cccnc4)CC3)cc2)n1
CHEMBL525110,1,970.18,nM,CHEMBL364,CHEMBL1054503,CCC(CC)CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N.O=CO
CHEMBL546907,1,755.9,nM,CHEMBL364,CHEMBL1054503,C[C@H](Cc1ccc(OCCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1
CHEMBL5173325,1,9.0,nM,CHEMBL364,CHEMBL5160032,CCOc1cc(F)ccc1-c1cnc2sc(N3CCC(C)(N)CC3)nn12
CHEMBL576401,1,681.0,nM,CHEMBL364,CHEMBL1040692,Oc1ccc(-c2ccc(F)cc2)cc1CNCCN1CCOCC1
CHEMBL456434,1,636.0,nM,CHEMBL364,CHEMBL990646,CC(C)NC(=N)c1ccc(O)c(-c2cc3ccc(C(=N)NC(C)C)cc3o2)c1
CHEMBL1215775,1,346.0,nM,CHEMBL364,CHEMBL1219697,CC(C)CN(c1nc(C#N)ncc1Br)N(CCCN1CCN(C)CC1)C(=O)c1ccc(F)cc1
CHEMBL5436832,0,96000.0,nM,CHEMBL364,CHEMBL5372015,C=CC(C)(C)c1ccc2[nH]c3c(c2c1)C[C@@H]1CC[C@H]2C4=CC(=O)[C@@H](C(C)(C)O)O[C@H]4CC[C@]2(C)[C@@]31C
CHEMBL2037014,1,370.0,nM,CHEMBL364,CHEMBL2038340,C[C@@H]1CN([C@@H](C)CN)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2O[C@@H](C)CCCCO[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1
CHEMBL1257246,0,34000.0,nM,CHEMBL364,CHEMBL5372015,CC(C)=CCC[C@]1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1Cc3c([nH]c4ccccc34)[C@@]12C
CHEMBL402073,0,14000.0,nM,CHEMBL364,CHEMBL932084,O=[N+]([O-])c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccccc3)n2)cc1.[Cl-]
CHEMBL548641,1,786.33,nM,CHEMBL364,CHEMBL1054503,O=C(CCCc1ccccc1)Nc1cccc(N2CCC(N3CCN(c4ccccc4O)CC3)CC2)c1
CHEMBL4127776,1,230.0,nM,CHEMBL364,CHEMBL4119091,CC[C@@H]1C=CCC[C@]2(C[C@H]3CC[C@H]4[C@@H](C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCCNC(=N)N)CCCNC=O)[C@@]5(CCC[C@H](C)O5)NC(=N2)N34)O1
CHEMBL4639278,0,40000.0,nM,CHEMBL364,CHEMBL4604482,c1ccc2c(c1)[nH]c1c([C@H]3CC[C@@H]3c3nccc4c3[nH]c3ccccc34)nccc12
CHEMBL3426803,1,4.0,nM,CHEMBL364,CHEMBL4327289,O=C(CCCCSc1nc(-c2ccc(-c3ccccc3)cc2)cc(=O)[nH]1)NO
CHEMBL602176,1,1.926,nM,CHEMBL364,CHEMBL1040692,CO[C@H]1[C@H](C)[C@@H]([C@H]2CC[C@H]([C@@H]3CC[C@H]([C@@]4(C)O[C@]5(O[C@H](C[C@@H]6O[C@](O)([C@@H](C)C(=O)O)[C@@H](C)[C@H](O[C@H]7CC[C@H](OC)[C@@H](C)O7)[C@@]6(C)OC)C[C@@H](OC)[C@H]5C)[C@H](C)[C@H]4OC)O3)O2)O[C@](C)(O)[C@@H]1C
CHEMBL1562872,0,12589.25,nM,CHEMBL364,CHEMBL1267251,Cl.Cl.N=C(N)c1ccc(N)cc1
CHEMBL580371,1,859.28,nM,CHEMBL364,CHEMBL1054503,COc1ccc(NC(=O)NCC2CCCN(CCCCCNC(=O)/C=C/c3ccc(Cl)c(Cl)c3)C2)c(OC)c1
CHEMBL509803,1,86.0,nM,CHEMBL364,CHEMBL975629,COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1[C@@H](C2)N(C)CC3
CHEMBL601189,1,145.2,nM,CHEMBL364,CHEMBL1040692,COc1cc2c(-c3cc(Br)ccc3O)nc3c(c(Cc4ccccc4)nn3-c3ccccc3)c2cc1OC
CHEMBL183660,1,870.26,nM,CHEMBL364,CHEMBL1054503,C[C@@H](CC1CCCCC1)OC(=O)N[C@H]1CCN(C#N)C1
CHEMBL3786549,1,34.0,nM,CHEMBL364,CHEMBL3789224,COc1ccc(C2=NN(C(C)=O)C(c3cc4ccccc4nc3N3CCOCC3)C2)cc1
CHEMBL2322224,1,2.1,nM,CHEMBL364,CHEMBL2327114,Cn1c2nc3ccccc3c-2c(NCCCNC(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21
CHEMBL4868526,1,3.0,nM,CHEMBL364,CHEMBL4811594,Cc1ccc(C(=O)N(CC(=O)NCc2ccccc2)Cc2ccc(C(=O)NO)cc2)c(C)c1
CHEMBL1668754,1,38.77,nM,CHEMBL364,CHEMBL1669974,CCN(CC)CCNc1nc(Nc2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)nc(N2CCCCC2)n1
CHEMBL4587401,1,56.7,nM,CHEMBL364,CHEMBL4426091,CCCCc1cc2c(=O)c(C(=O)N(C)C)c[nH]c2cc1OCCOc1ccccc1
CHEMBL3392928,1,920.0,nM,CHEMBL364,CHEMBL3392944,CO[C@H]1/C=C/O[C@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C
CHEMBL246864,1,216.95,nM,CHEMBL364,CHEMBL1054503,O=C(O)c1ccc2nc(-c3ccccn3)c(-c3ccccn3)nc2c1
CHEMBL580709,1,772.79,nM,CHEMBL364,CHEMBL1054503,O=C(N[C@@H](CC1CCCCC1)C(=O)NC1CC1)c1ccc(O)c(-c2cccc(C(F)(F)F)c2)c1
CHEMBL4763354,1,28.8,nM,CHEMBL364,CHEMBL4671338,CN(C)CCNc1cc(/C=C/c2ccncc2)nc2ccc(Cl)cc12
CHEMBL5278423,1,460.0,nM,CHEMBL364,CHEMBL5239927,Cc1noc(-c2ccc(CCN3CCC(Nc4nc5ccccc5n4CC4CCC(F)(F)CC4)CC3)cc2)n1
CHEMBL1256752,0,10000.0,nM,CHEMBL364,CHEMBL1267248,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C\C(=O)O
CHEMBL532571,1,267.59,nM,CHEMBL364,CHEMBL1054503,CC(=O)Oc1c(C(=O)C2CCC(C(C)(C)C)CC2)c(OC(C)=O)c2ccccc2c1OC(C)=O
CHEMBL4988153,1,263.0,nM,CHEMBL364,CHEMBL4888488,COc1cc(C(=O)Nc2ccc3sc(NC(=O)c4cc(OC)c(OC)c(OC)c4)nc3n2)cc(OC)c1OC
CHEMBL4074904,1,41.0,nM,CHEMBL364,CHEMBL3998645,COc1cc2nc(Nc3ccc(F)cc3)nc(NCc3ccccc3)c2cc1OC
CHEMBL4791555,1,44.0,nM,CHEMBL364,CHEMBL4737829,O=C(Cc1ccc(O)c(C(F)(F)F)c1)N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1cc(F)cc(F)c1)C2
CHEMBL3774410,0,15000.0,nM,CHEMBL364,CHEMBL3779101,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)NS(C)(=O)=O
CHEMBL4283414,1,94.0,nM,CHEMBL364,CHEMBL4262302,COc1cc2nc(N3CCCCC3)nc(NC3CCN(Cc4ccccc4)C3)c2cc1OC
CHEMBL5284641,1,8.7,nM,CHEMBL364,CHEMBL5257523,C[C@@H]1CC[C@H]2[C@@H](C)C(OCCC(CCCNc3ccnc4ccc(Cl)cc34)CCOC3O[C@@H]4O[C@]5(C)CC[C@@H]6[C@@H](C)CC[C@H]([C@@H]3C)[C@]46OO5)O[C@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
CHEMBL584870,1,946.0,nM,CHEMBL364,CHEMBL1040692,N#C/C(=C\C=C\c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1
CHEMBL4647566,1,3.2,nM,CHEMBL364,CHEMBL4606261,COc1cc2[nH]c3cc(OCc4ccc(C(F)(F)F)cc4)ccc3c(=O)c2cc1F
CHEMBL599936,1,163.6,nM,CHEMBL364,CHEMBL1040692,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H]2CSSC[C@@H](NC1=O)C(=O)N2
CHEMBL3416993,1,168.0,nM,CHEMBL364,CHEMBL3419214,CC(C)(C)Nc1nc2cc(-c3ccc(Cl)cc3)sc2c(=O)[nH]1.O=C(O)/C=C/C(=O)O
CHEMBL534239,1,692.0,nM,CHEMBL364,CHEMBL1054503,CCOc1cc(NCCCNc2ncc([N+](=O)[O-])cc2C)nc2ccccc12
CHEMBL2407833,1,80.0,nM,CHEMBL364,CHEMBL2411788,CCc1c(O)c(=O)ccn1CCCCCCNc1ccnc2cc(Cl)ccc12
CHEMBL494404,1,70.0,nM,CHEMBL364,CHEMBL961733,Cl.Nc1cc(C2=NCCN2)ccc1OCCCOc1ccc(C2=NCCN2)cc1N
CHEMBL579324,1,31.8,nM,CHEMBL364,CHEMBL1040692,CCOC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1cccc(OC)c1OC)N2
CHEMBL511003,1,6.41,nM,CHEMBL364,CHEMBL2403958,Clc1ccc2c(NCCNCc3ccccc3)ccnc2c1
CHEMBL258727,1,303.0,nM,CHEMBL364,CHEMBL938340,COc1ccc2nc3cc(Cl)ccc3c(NCCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)[C@H](C)N)c2c1
CHEMBL600934,1,702.0,nM,CHEMBL364,CHEMBL1040692,COc1ccc2ccccc2c1C1NC(SCc2ccc(F)cc2)=NC(C)=C1C(C)=O
CHEMBL546796,1,888.95,nM,CHEMBL364,CHEMBL1054503,CCC/C=C/c1c(CNCCCNc2cc(=O)c3ccccc3[nH]2)sc(CC)c1Br.Cl
CHEMBL1835091,1,41.0,nM,CHEMBL364,CHEMBL1837547,Cc1cc(C)cc(Cc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)c1
CHEMBL537739,1,788.05,nM,CHEMBL364,CHEMBL1054503,O=C(Nc1ccccc1Cl)N(Cc1cc(Cl)cc(Cl)c1)CC(O)COc1ccc(Cl)c(F)c1
CHEMBL1288842,1,153.0,nM,CHEMBL364,CHEMBL1293135,Cc1ccc(COc2ccc(/C=C/C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)Nc3cccc4cccnc34)cc2)cc1
CHEMBL533430,1,557.92,nM,CHEMBL364,CHEMBL1054503,COC(=O)c1ccccc1N1CCN(CCCCNC(=O)c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)CC1
CHEMBL547064,1,737.21,nM,CHEMBL364,CHEMBL1054503,COc1ccc2nccc([C@@H](O)CN3CCC(c4cc(-c5ccc(Cl)cc5)[nH]n4)CC3)c2n1
CHEMBL529729,1,689.9,nM,CHEMBL364,CHEMBL1054503,Nc1c(Cl)cc(C(O)CNCCCCCOCCc2ccc3occc3c2)cc1Cl
CHEMBL4867487,0,28000.0,nM,CHEMBL364,CHEMBL4831444,CC1=C[C@@H]2O[C@]34CC[C@](O)(C1)[C@H]2[C@]3(O)[C@@H](O)c1cccc(O)c1C4=O
CHEMBL532655,1,626.85,nM,CHEMBL364,CHEMBL1054503,O=C(c1cc(C(=O)NC2CCCCC2)c(=O)n(C2CCCCC2)c1)c1cc(F)ccc1O
CHEMBL217735,1,780.0,nM,CHEMBL364,CHEMBL856728,CC[C@H](C[C@@]1(C)C[C@@H](CC)[C@@H](CC(=O)OC)OO1)C(=O)OC
CHEMBL411478,1,690.0,nM,CHEMBL364,CHEMBL932084,COc1cc(-c2nn(-c3ccccc3)[n+](-c3cccc(Cl)c3)n2)ccc1OCc1ccccc1.[Cl-]
CHEMBL576547,1,264.1,nM,CHEMBL364,CHEMBL1040692,CCN(CC)CCCC(C)NCc1ccc(OC)c(OCc2ccccc2)c1
CHEMBL1673080,0,256000.0,nM,CHEMBL364,CHEMBL1673899,CC(C)C(NC(=O)C(N)Cc1ccccc1)P(=O)(O)O
CHEMBL4640629,1,0.5,nM,CHEMBL364,CHEMBL4616744,C[C@@H]1CC[C@H]2[C@@H](C)C(OC(=O)Cc3ccccc3)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4
CHEMBL1096379,0,100000.0,nM,CHEMBL364,CHEMBL1121088,C[N+](C)(C)CCCCCCC[N+](C)(C)C.[Br-].[Br-]
CHEMBL241865,1,130.0,nM,CHEMBL364,CHEMBL892143,COc1ccc2nc3cc(Cl)ccc3c(NCCCCCCN)c2c1.Cl.Cl
CHEMBL533811,1,462.21,nM,CHEMBL364,CHEMBL1054503,CCC(C)NS(=O)(=O)c1ccc2nc(Nc3ccc(C)cc3)n(C3CCCCC3)c2c1
CHEMBL590456,0,15000.0,nM,CHEMBL364,CHEMBL730079,CN1CCN(c2ccc(-c3cccc(NC(=O)c4cccc(F)c4)c3)nn2)CC1
CHEMBL3038042,1,4.4,nM,CHEMBL364,CHEMBL762020,C[C@@H]1CC[C@H]2C(CN)=C(C(F)(F)F)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4
CHEMBL5069813,0,25000.0,nM,CHEMBL364,CHEMBL5032021,O=C1c2ccc3c(c2CC12Cc1ccc4c(c1C2=O)CCCC4)CCCC3
CHEMBL1256146,0,15848.93,nM,CHEMBL364,CHEMBL1267250,S=C=Nc1ccc2oc(C3=NCCN3)cc2c1
CHEMBL3590286,1,520.0,nM,CHEMBL364,CHEMBL3591440,Fc1cccc(COc2ccc(NC3=NC=NC4SC(c5cccc(N6CCOCC6)c5)=CC34)cc2Cl)c1
CHEMBL527604,1,6.84,nM,CHEMBL364,CHEMBL1054503,CC1(C)N=C(NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)N=C(N)N1OCc1cccc2ccccc12
CHEMBL5207942,1,11.0,nM,CHEMBL364,CHEMBL5148564,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccc(F)cc2)C(=O)N1
CHEMBL4740954,0,10000.0,nM,CHEMBL364,CHEMBL4701852,O=C(O)[C@@H]1Cc2c([nH]c3ccccc23)[C@]2(CCc3ccccc32)N1
CHEMBL4589393,0,50000.0,nM,CHEMBL364,CHEMBL4373526,COc1ccc2c(c1)C[C@H]1[C@@H](OC(=O)c3ccccc3)[C@H](O)C(COC(=O)c3ccccc3)=C[C@H]1O2
CHEMBL2334030,1,28.0,nM,CHEMBL364,CHEMBL2342731,CN1CCN(c2ccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3ccc(O)c(CN4CCCCC4)c3)cc2)CC1
CHEMBL527249,1,868.27,nM,CHEMBL364,CHEMBL1054503,O=C(NC1CCC(N2CCC(Cc3ccc(F)cc3)CC2)CC1)c1cc2ccccc2[nH]1
CHEMBL3289162,1,170.0,nM,CHEMBL364,CHEMBL3296470,CCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1
CHEMBL493247,1,154.1,nM,CHEMBL364,CHEMBL937848,Cc1c(CNCC[C@@H]2CCCN3CCCC[C@H]23)cc(-c2ccccc2)n1Nc1ccnc2cc(Cl)ccc12
CHEMBL441251,1,1.0,nM,CHEMBL364,CHEMBL753460,Clc1ccc2c(NC3CCCCC3Nc3ccnc4cc(Cl)ccc34)ccnc2c1
CHEMBL588389,1,854.15,nM,CHEMBL364,CHEMBL1054503,CN(C)c1ccc(-c2nnc(Sc3ccc(C#N)c([N+](=O)[O-])c3)n2Cc2ccco2)cc1
CHEMBL530630,1,401.87,nM,CHEMBL364,CHEMBL1054503,O=C(CSc1nccn1C1CCCCC1)Nc1cc(C(F)(F)F)ccc1Cl
CHEMBL592841,0,15000.0,nM,CHEMBL364,CHEMBL730080,CCOc1cccc2sc(N(Cc3cccnc3)C(=O)c3ccccc3[N+](=O)[O-])nc12
CHEMBL1098222,0,100000.0,nM,CHEMBL364,CHEMBL1109174,C/C1=C/C[C@]2(C)C(=O)C=C(C(C)C)[C@H]2CC[C@@]2(C)O[C@@H]2CC1
CHEMBL3038028,1,13.4,nM,CHEMBL364,CHEMBL762021,CCNCC1=C(C(F)(F)F)O[C@@H]2O[C@]3(C)CCC4[C@H](C)CC[C@@H]1[C@]42OO3
CHEMBL4446137,1,2.1,nM,CHEMBL364,CHEMBL4412021,Cn1nnc(NCC2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)n1
CHEMBL3601856,1,20.0,nM,CHEMBL364,CHEMBL3602234,Cl.Oc1cc(CCCc2ccccc2)ccc1CN1CCCCC1
CHEMBL600339,1,972.0,nM,CHEMBL364,CHEMBL1040691,CC1(C)CC(=O)c2cc(-c3ccc(Br)cc3)n(-c3ccccc3F)c2C1
CHEMBL3238460,0,50000.0,nM,CHEMBL364,CHEMBL3242157,CCCCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21
CHEMBL383084,0,11000.0,nM,CHEMBL364,CHEMBL869613,O=[N+]([O-])c1cccc2nsnc12
CHEMBL3759616,0,50000.0,nM,CHEMBL364,CHEMBL3761482,COc1c(Cl)c(Cl)c(OC)c(C#N)c1C#N
CHEMBL528895,1,85.71,nM,CHEMBL364,CHEMBL1054503,CC(C)c1cc2c(ccc3nc(N)nc(N)c32)o1
CHEMBL2062180,1,744.67,nM,CHEMBL364,CHEMBL1054503,O=C(Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc21)N(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCN(C2CCOCC2)CC1.O=C(O)C(O)C(O)C(=O)O
CHEMBL36404,1,250.0,nM,CHEMBL364,CHEMBL1016906,CN(C)Cc1ccc(Nc2c3ccc(Cl)cc3nc3cc(Cl)ccc23)cc1
CHEMBL590429,0,15000.0,nM,CHEMBL364,CHEMBL730079,CCC(C(=O)NCc1ccccc1Cl)n1c2ccccc2c2nc(=O)cc(C)n21
CHEMBL4176355,0,10000.0,nM,CHEMBL364,CHEMBL4132266,O=C(/C=C/c1ccccc1)NC[C@@H](O)c1ccccc1
CHEMBL119834,0,32000.0,nM,CHEMBL364,CHEMBL762996,Clc1cc(Cl)c2[nH]c3nc4ccccc4c-3cc2c1
CHEMBL601177,1,93.6,nM,CHEMBL364,CHEMBL1040692,CCCCCCCCCCCC(=O)Oc1ccccc1-c1nc2ccccn2c1NC(C)(C)CC(C)(C)C
CHEMBL4446041,1,839.46,nM,CHEMBL364,CHEMBL4335874,CC(=O)Nc1ccc(S(=O)(=O)NC(Cc2ccccc2)c2nc3ccccc3c(=O)n2/N=C/c2ccc(Br)cc2)cc1
CHEMBL28513,1,900.0,nM,CHEMBL364,CHEMBL761143,COOC1(OOCCCCCCOC2CCOCC2)CCCCCCCCCCC1
CHEMBL547384,1,789.74,nM,CHEMBL364,CHEMBL1054503,Cc1ccc2nc(-c3ccc(C(=O)NCc4ccc(Cl)c(Cl)c4)cc3)[nH]c2c1C
CHEMBL45171,0,25800.0,nM,CHEMBL364,CHEMBL763692,CC(C)(C)c1nc(CC(N)C(=O)O)c[nH]1
CHEMBL1198875,1,517.0,nM,CHEMBL364,CHEMBL3599170,O=C(NCCCNCCCCNCCCNC(=O)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1
CHEMBL5411844,1,430.0,nM,CHEMBL364,CHEMBL5393188,COc1cc(N2CCOCC2)ccc1Nc1ncc(C#N)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL270763,1,344.8,nM,CHEMBL364,CHEMBL931167,COc1cc(CN(CCNc2ccnc3cc(Cl)ccc23)C(C)C)c(OC)c2ccccc12
CHEMBL288165,0,256000.0,nM,CHEMBL364,CHEMBL1673899,CC(C)C[C@@H](N)P(=O)(O)O
CHEMBL4958873,0,10000.0,nM,CHEMBL364,CHEMBL4888491,Cc1ccc[n+](Cc2ccc3ccccc3n2)c1
CHEMBL548793,1,903.92,nM,CHEMBL364,CHEMBL1054503,COc1ccc(Oc2ccccc2CNCC2CCN(CC3CCCCC3)CC2)cc1.O=C(O)C(F)(F)F
CHEMBL4211492,1,270.0,nM,CHEMBL364,CHEMBL4195368,C[C@@H]1CCC[C@H](C[C@H]2Cc3cc(O)cc(O)c3C(=O)O2)O1
CHEMBL100095,0,10000.0,nM,CHEMBL364,CHEMBL1285767,COCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1
CHEMBL6160092,1,18.0,nM,CHEMBL364,CHEMBL6109949,Cc1nc(C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC2(CN(C)C)CCC2)co1
CHEMBL218291,1,63.0,nM,CHEMBL364,CHEMBL4377144,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12
CHEMBL3818417,1,50.0,nM,CHEMBL364,CHEMBL3820736,Cc1cc(NCCCNc2ccnc3cc(Cl)ccc23)nc(NCCCO)n1
CHEMBL582604,1,624.07,nM,CHEMBL364,CHEMBL1054503,CN1CCC[C@@H](Oc2cc3c(cc2Br)CCN3C(=O)Nc2ccc(-c3ccncc3)c(Cl)c2)C1
CHEMBL547437,1,3.2,nM,CHEMBL364,CHEMBL1054503,CCOC(=O)NC1=NC(=N)N(OCCCOc2cc(Cl)c(Cl)cc2Cl)C(C)(C)N1
CHEMBL536609,1,782.9,nM,CHEMBL364,CHEMBL1054503,O=c1ccc(CNc2nc(NCCc3ccccc3)nc3ccc(Cl)cc23)c[nH]1
CHEMBL191826,1,362.0,nM,CHEMBL364,CHEMBL834671,Cc1c(CCO)sc[n+]1CCCCCCCC[n+]1csc(CCO)c1C.[I-].[I-]
CHEMBL4848107,1,920.0,nM,CHEMBL364,CHEMBL4811839,CC[C@@](C)(NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@](C)(CC)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)CNC(=O)C(C)(C)NC(C)=O)C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N[C@](C)(CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CO)CC(C)C)C(C)C
CHEMBL588794,1,743.95,nM,CHEMBL364,CHEMBL1054503,Cl.NCC1(c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)CCCCC1
CHEMBL4644908,0,48000.0,nM,CHEMBL364,CHEMBL4622068,Nc1nc(N)c2ncn(CC[C@@H](O)CP(=O)([O-])[O-])c2n1.[Na+].[Na+]
CHEMBL3338035,0,64000.0,nM,CHEMBL364,CHEMBL3382915,Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(C#N)cc3)n2)c(C)n1
